S.NO,Reg_No,Address,"No. of
Children","Status of the
Institution",Name of the Orphanage,City,Country,State,Column1,Column3,Column4,Column2,Column22,Column23,Column24,Column25,Column26
697,688/DSW/2012,"AALAYAM, 1-138, Andal Nagar, 5^{th} Street, Aalappakkam, Porur, Chennai-600 116, Thiruvallur District.",24,"3 years
registration",AALAYAM,Thiruvallur,India,Tamil Nadu,,,,, Aalappakkam, Porur, Chennai-600 116, Thiruvallur District.,
698,689/DSW/2012,"Mahalakshmi Foundation, 21/10, IInd Street, Kamaraja Nagar, Avadi, Chennai-71 Thiruvallur District.",28,"3 years
registration",Mahalakshmi Foundation,Thiruvallur,India,Tamil Nadu,,,,, Avadi, Chennai-71 Thiruvallur District.,,,
699,581/DSW/2011,"Love and Care Charitable Trust – Bethel Children’s Home, No.45, Sudharasanam Nagar, Thirumullaioyal, Thiruvallur District",45,"3 years
registration",Love and Care Charitable Trust – Bethel Children’s Home,Thiruvallur,India,Tamil Nadu,,,,, Thiruvallur District,,,,
700,582/DSW/2011,"Kavarapettai Don Bosco Anbu Illam – Social Service Society, Panpakkam Village Panchayat, Kavarapettai Post, Gummidipoondi Taluk, Thiruvallur District – 601206",111,"3 years
registration",Kavarapettai Don Bosco Anbu Illam – Social Service Society,Thiruvallur,India,Tamil Nadu,,,,, Thiruvallur District – 601206,,,,
701,583/DSW/2011,"Dr. John E. Douglas Children Home, 1, Vellanur, Avadi, Chennai-600 062. Thiruvallur District",58,"3 years
registration",Dr. John E. Douglas Children Home,Thiruvallur,India,Tamil Nadu,,,,, Chennai-600 062. Thiruvallur District,,,,
702,584/DSW/2011,"Krupa Jeevan Charitable Trust Thanipoondi Village post, Gummidipoondi Taluk, Thiruvallur District – 601 202.",29,"3 years
registration",Krupa Jeevan Charitable Trust Thanipoondi Village post,Thiruvallur,India,Tamil Nadu,,,,,,,,,
703,585/DSW/2011,"Inter Mission – India Children’s Home, 2/291, B-Shanthi Nagar, Alamathi, Chennai – 600 052, Thiruvallur District",41,"3 years
registration",Inter Mission – India Children’s Home,Thiruvallur,India,Tamil Nadu,,,,, Chennai – 600 052, Thiruvallur District,,,
704,586/DSW/2011,"HBI – Kuvi Home (Shanthiraja Graha), Alinjivakkam, G.N.T.Road, Sholavaram (via), Chennai – 600 067, Thiruvallur District",22,"3 years
registration",HBI – Kuvi Home (Shanthiraja Graha),Thiruvallur,India,Tamil Nadu,,,,, Chennai – 600 067, Thiruvallur District,,,
705,587/DSW/2011,"HBI –Emmanuel Home, Panjetty Village, behind R.V. Steel Company, Panjetty,Sholavaram via, Ponneri Taluk, Thiruvallur District.",21,"3 years
registration",HBI –Emmanuel Home,Thiruvallur,India,Tamil Nadu,,,,,Sholavaram via, Ponneri Taluk, Thiruvallur District.,,
706,628/DSW/2012,"Anna Anadhai Illam, 122/6, Pudur, Ambattur Talluk, Chennai – 600 053, Thiruvallur District",60,"3 years
registration",Anna Anadhai Illam,Thiruvallur,India,Tamil Nadu,,,,, Chennai – 600 053, Thiruvallur District,,,
707,629/DSW/2012,"Public Charitbale Trust - Kirubai Illam, Blessing village Ministry, Dharmapuram Kandigal, Kannigaipair (post), Thiruvallur – 601 102",10,"3 years
registration",Public Charitbale Trust - Kirubai Illam,Thiruvallur,India,Tamil Nadu,,,,, Thiruvallur – 601 102,,,,
708,630/DSW/2012,"Christian Outreach Ministries Children Home, Kalyani Estate, Vellanur Main Road, Kannadapalayam, Avadi, Chennai – 62, Thiruvallur District",55,"3 years
registration",Christian Outreach Ministries Children Home,Thiruvallur,India,Tamil Nadu,,,,, Avadi, Chennai – 62, Thiruvallur District,,
709,43/DSW/2010,"Thedal Trust 3, Saraswathi Nagar, Thiruninravur R.S. Thiruvallur District",30,"3 years
registration",Thedal Trust 3,Thiruvallur,India,Tamil Nadu,,,,,,,,,
710,72/DSW/2010,"Sevalaya Swami Vivekananda Boys Home, Kasuva Village, pakkam (po), Near Thiruninravur – 602 024 Thiruvallur District",66,"3 years
registration",Sevalaya Swami Vivekananda Boys Home,Thiruvallur,India,Tamil Nadu,,,,,,,,,
711,73/DSW/2010,"Sevalaya Mother Theresa Girls Home, Kasuva Village, Pakkam (po) Near Thiruninravur – 602 024. Thiruvallur District",74,"3 years
registration",Sevalaya Mother Theresa Girls Home,Thiruvallur,India,Tamil Nadu,,,,,,,,,
712,93/DSW/2010,"Siragu Home Palavedupettai, I.A.F, Avadi, Thiruvallur – 600 055",98,"3 years
registration",Siragu Home Palavedupettai,Thiruvallur,India,Tamil Nadu,,,,,,,,,
713,309/DSW/2010,"Axene Evangelical Mission Childrens Home, 3/13, First Street, Rajeswari Nagar, Karambakkam, Porur, Chennai - 600116, Thiruvallur District",52,"3 years
registration",Axene Evangelical Mission Childrens Home,Thiruvallur,India,Tamil Nadu,,,,, Karambakkam, Porur, Chennai - 600116, Thiruvallur District,
714,338/DSW/2011,"Oasis Ministries International-(Oasis Happy Home), 13, Balaji Nagar Extn., Puzhal, Thiruvallur District.",90,"3 years
registration",Oasis Ministries International-(Oasis Happy Home),Thiruvallur,India,Tamil Nadu,,,,, Thiruvallur District.,,,,
715,339/DSW/2011,"Vijaya Deepam, 142,3^{rd} Main Road, Prakash Nagar, Ponniamman Medu, Chennai 600 110, Thiruvallur District.",14,"3 years
registration",Vijaya Deepam,Thiruvallur,India,Tamil Nadu,,,,, Ponniamman Medu, Chennai 600 110, Thiruvallur District.,,
716,411/DSW/2011,"Shelter Trust, 167 & 168, Revathy Nagar, Villangadu Pakkam, Red Hills, Chennai – 52, Thiruvallur District.",25,"3 years
registration",Shelter Trust,Thiruvallur,India,Tamil Nadu,,,,, Red Hills, Chennai – 52, Thiruvallur District.,,
717,542/DSW/2011,"Home of Love Charitable Trust, 2/121, Bharathi Street, ‘A’ Colony, Alamathi Village, Tiruvallur District",61,"3 years
registration",Home of Love Charitable Trust,Thiruvallur,India,Tamil Nadu,,,,, Alamathi Village, Tiruvallur District,,,
718,543/DSW/2011,"Agape Force – Children’s Home, 3/319, Nallaur Main Road, Nallur, Sholavaram (post), Thiruvallur Taluk & District",37,"3 years
registration",Agape Force – Children’s Home,Thiruvallur,India,Tamil Nadu,,,,, Sholavaram (post), Thiruvallur Taluk & District,,,
719,544/DSW/2011,"T.E.L.C. Boarding Home for Boys, Pandur, Pandur Post Via, Kadambathur, Tiruvallur District – 631 203.",59,"3 years
registration",T.E.L.C. Boarding Home for Boys,Thiruvallur,India,Tamil Nadu,,,,, Tiruvallur District – 631 203.,,,,
680,134/DSW/2010,"St. Joseph’s Home for Children Haridranathi east, Mannargudi, Thiruvarur District – 614 001",25,"3 years
registration",St. Joseph’s Home for Children Haridranathi east,Thiruvarur,India,Tamil Nadu,,,,,,,,,
681,135/DSW/2010,"R.C. Fathima Home for Children Kandappa Chetty Street, Tiruvarur District-610 002",25,"3 years
registration",R.C. Fathima Home for Children Kandappa Chetty Street,Thiruvarur,India,Tamil Nadu,,,,,,,,,
682,150/DSW/2010,"St. Arulananda Home for Children Pallan koil, thiruthurai poondy (taluk), Thiruvarur – 614 715 .",66,"3 years
registration",St. Arulananda Home for Children Pallan koil,Thiruvarur,India,Tamil Nadu,,,,,,,,,
683,151/DSW/2010,"Angel’s Home for Children Adichapuram (post), Mannargudi (taluk), Thiruvarur - 614 717",75,"3 years
registration",Angel’s Home for Children Adichapuram (post),Thiruvarur,India,Tamil Nadu,,,,,,,,,
684,261/DSW/2010,"St. Theresa’s Home for Children, Railway Station Road, ThiruthuraiPoondi, Thiruvarur District-614713",25,"3 years
registration",St. Theresa’s Home for Children,Thiruvarur,India,Tamil Nadu,,,,,,,,,
685,307/DSW/2010,"Aruran Manavar Illam, 130A, Durgalaya Road, Thiruvarur – 610 002",55,"3 years
registration",Aruran Manavar Illam,Thiruvarur,India,Tamil Nadu,,,,,,,,,
686,344/DSW/2010,"St. Anne’s Home for Children, Devadanam Idaiyur (via), Thiruvarur District – 614702",25,"3 years
registration",St. Anne’s Home for Children,Thiruvarur,India,Tamil Nadu,,,,,,,,,
617,554/DSW/2011,"The Society of Mother of Sorrows Servants of Mary – Sri Kalyana Sundara Nadar Home for Children -Girl’s, Katchanavilai, Thoothkudi District – 628618",236,"3 years
registration",The Society of Mother of Sorrows Servants of Mary – Sri Kalyana Sundara Nadar Home for Children -Girl’s,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
618,555/DSW/2011,"Arumugasamy Anbu Ashram, 51, Devarpuram Road, Tuticorin – 628003.",42,"3 years
registration",Arumugasamy Anbu Ashram,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
619,556/DSW/2011,"Annai Humanity Service Organisation – Annai Karunai Illam, 1/29B, Nigilesan Nagar, Millerpuram, (North), Tuticorin – 628 008.",55,"3 years
registration",Annai Humanity Service Organisation – Annai Karunai Illam,Thoothukkudi,India,Tamil Nadu,,,,, (North), Tuticorin – 628 008.,,,
620,634/DSW/2011,"The Society of Mothers of Sorrows Servants of Mary – Seven Dolours Home for Chilren (Boys&Girls), Pragasapuram – 628616, Mukuperi (post), Thoothukudi District",114,"3 years
registration",The Society of Mothers of Sorrows Servants of Mary – Seven Dolours Home for Chilren (Boys&Girls),Thoothukkudi,India,Tamil Nadu,,,,,,,,,
621,131/DSW/2010,"Eden – Home of Hope for Girls, Anandapuram, Satankulam Tuticorin District",59,"3 years
registration",Eden – Home of Hope for Girls,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
622,133/DSW/2010,"Heaven’s Gate – Home of Hope for Boys 1/59, Street Thomas Garden Thailapuram Nazareth, Tuticorin District",83,"3 years
registration",Heaven’s Gate – Home of Hope for Boys 1/59,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
623,148/DSW/2010,"International Youth Followship in Christ (IYFC), 1/197, School Road, Meignanapuram Tuticorin District – 628 210",224,"3 years
registration",International Youth Followship in Christ (IYFC),Thoothukkudi,India,Tamil Nadu,,,,,,,,,
624,153/DSW/2010,"Sacred Children’s Home 5A, Vaguthankuppam Road, Nazareth, Thoothukudi District – 628 617",129,"3 years
registration",Sacred Children’s Home 5A,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
625,160/DSW/2010,"Evangeline Memorial Orphanage Paulnagar, M. Arasankulam, Vilathikulam Taluk Thoothukudi District – 628 907",26,"3 years
registration",Evangeline Memorial Orphanage Paulnagar,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
626,201/DSW2010,"Ave Maria Home for Children 1/84, Ave Maria Park, Pannamparai Junction, Satankulam, Tuticorin District – 628704",40,"3 years
registration",Ave Maria Home for Children 1/84,Thoothukkudi,India,Tamil Nadu,,,,, Tuticorin District – 628704,,,,
627,202/DSW/2010,"The Apostolic Church – The Apostolic Children’s Home, Nazereth, Tuticorin District",15,"3 years
registration",The Apostolic Church – The Apostolic Children’s Home,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
628,248/DSW/2010,"“Franciscan Sisters of St. Joseph’- St. Michael’s Children’s Home, Venkatachalapuram, Tuticorin District -626 205",48,"3 years
registration",“Franciscan Sisters of St. Joseph’- St. Michael’s Children’s Home,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
629,249/DSW/2010,"Joy To the World- Orphan Children Home, 31 –A, Behind V.A.O. Office, Seenanthoppu, Arumuganeri-628 202, Thoothukudi District",39,"3 years
registration",Joy To the World- Orphan Children Home,Thoothukkudi,India,Tamil Nadu,,,,, Arumuganeri-628 202, Thoothukudi District,,,
630,283/DSW/2010,"St. Mary’s Home for Destitute Children, Millerpuram, Tuticorin-628008",225,"3 years
registration",St. Mary’s Home for Destitute Children,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
631,354/DSW/2011,"Valan Provinge of S.A.T.-St. Anne’s Home for Children, Cruzpuram, Tuticorin -628 001.",50,"3 years
registration",Valan Provinge of S.A.T.-St. Anne’s Home for Children,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
632,552/DSW/2011,"The Tuticorin Diocesan Association – St. Ignatius Boy’s Home for Children, Innaciarpuram, Thoothukudi – 628002",18,"3 years
registration",The Tuticorin Diocesan Association – St. Ignatius Boy’s Home for Children,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
633,553/DSW/2011,"The Society of Mother of Sorrows Servants of Mary – Sri Kalyana Sundara Nadar Home for Children -Boy’s, Katchanavilai, Thoothkudi District – 628618.",27,"3 years
registration",The Society of Mother of Sorrows Servants of Mary – Sri Kalyana Sundara Nadar Home for Children -Boy’s,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
634,15/DSW/2010,"Little Angel Childrens Home, No. 8/16, East Main Road, Mukuperi, Thoothukudi District.",78,"3 years
registration",Little Angel Childrens Home,Thoothukkudi,India,Tamil Nadu,,,,, Thoothukudi District.,,,,
635,16/DSW/2010,"St. Joseph’s Home for Children, Servite Convent, St. Aloysius, Cathedral Post, Thoothukudi District.",300,"3 years
registration",St. Joseph’s Home for Children,Thoothukkudi,India,Tamil Nadu,,,,, Thoothukudi District.,,,,
636,17/DSW/2010,"Stella Bauliab Memorial Orphanage, No.1/260-1, Cut Road, Kattalankulam, Sawyerpuram, Thoothukudi District.",34,"3 years
registration",Stella Bauliab Memorial Orphanage,Thoothukkudi,India,Tamil Nadu,,,,, Sawyerpuram, Thoothukudi District.,,,
637,18/DSW/2010,"Development of Village Education Children’s Home, Dale view garden, Pothakalanvilai, Mudalur (via), Thoothukudi District.",40,"3 years
registration",Development of Village Education Children’s Home,Thoothukkudi,India,Tamil Nadu,,,,, Thoothukudi District.,,,,
638,19/DSW/2010,"P.M. Ornellas Destitute Home for Children, No.50, Peria Koil Street, Thoothukudi District.",100,"3 years
registration",P.M. Ornellas Destitute Home for Children,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
639,20/DSW/2010,"Kirubai Illam for Children, Naraikkinar, Ottapidaram Taluk, Thoothukudi District.",201,"3 years
registration",Kirubai Illam for Children,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
640,24/DSW/2010,"St. Joseph’s Home, Kalugumalai, Thoothukudi District.",50,"3 years
registration",St. Joseph’s Home,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
641,40/DSW/2010,"St. Thomas Boy’s Home 4/130 Thiruchendur Road, Megnanapuram Thoothukudi District",40,"3 years
registration",St. Thomas Boy’s Home 4/130 Thiruchendur Road,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
642,41/DSW/2010,"Kirubai Illam for Children Naraikinar (Aided by Social Welfare Department), Ottapidaram Taluk Thoothukudi District",150,"3 years
registration",Kirubai Illam for Children Naraikinar (Aided by Social Welfare Department),Thoothukkudi,India,Tamil Nadu,,,,,,,,,
643,42/DSW/2010,"Ranji Aaron Memorial Trust Adolf Klein Children Home Anandapuram, Thoothukudi District",78,"3 years
registration",Ranji Aaron Memorial Trust Adolf Klein Children Home Anandapuram,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
644,71DSW/2010,"Hope Mission Home, 1210/6, Rajiv Nagar, 6^{th} Street, Kovilpatti, Tuticorin – 628 501",153,"3 years
registration",Hope Mission Home,Thoothukkudi,India,Tamil Nadu,,,,, Kovilpatti, Tuticorin – 628 501,,,
645,91/DSW/2010,"Vembu (Don Bosco Mission) Vembar road, Villathi kulam, Turicorin – 628 907",50,"3 years
registration",Vembu (Don Bosco Mission) Vembar road,Thoothukkudi,India,Tamil Nadu,,,,,,,,,
379,534/DSW/2011,"Kakkum karangal (Charitable Trust) – Kakkum Karangal Boys Home, 8B, Devaloga Street, Military line, Palayamkottai – 627002, Tirunelveli District",10,"3 years
registration",Kakkum karangal (Charitable Trust) – Kakkum Karangal Boys Home,Tirunelveli,India,Tamil Nadu,,,,, Palayamkottai – 627002, Tirunelveli District,,,
380,535/DSW/2011,"Sri Kanyakumari Gurukulam Children’s Home, Alamelupuram, Therku Karunkulam Post - 627114, Tirunelveli District",118,"3 years
registration",Sri Kanyakumari Gurukulam Children’s Home,Tirunelveli,India,Tamil Nadu,,,,,,,,,
381,536/DSW/2011,"Amalagam Girls Home, Rayagiri – Karivalam Road, Duraisamyapuram Village Panchayat, Sivagiri Taluk, Tirunelveli District – 627757.",31,"3 years
registration",Amalagam Girls Home,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli District – 627757.,,,,
382,537/DSW/2011,"Malarchi Trust – Pooncholai Children Home, Reddiyaarpatti Village, Palayamkottai Taluk, Tirunelveli District",72,"3 years
registration",Malarchi Trust – Pooncholai Children Home,Tirunelveli,India,Tamil Nadu,,,,,,,,,
383,538/DSW/2011,"Gilgal Children Home (A project of New Life Ministries), KeelaPappakudi, Tirunelveli District – 627 602.",103,"3 years
registration",Gilgal Children Home (A project of New Life Ministries),Tirunelveli,India,Tamil Nadu,,,,,,,,,
384,651/DSW/2011,"Religious Trust of the TamilNadu Carmelite Province OCD – St.Theresa Boys Home, Theresa Puram, Duraisamipuram post, Via Sivagiri, Tirunelveli District – 627757",25,"3 years
registration",Religious Trust of the TamilNadu Carmelite Province OCD – St.Theresa Boys Home,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli District – 627757,,,,
385,652/DSW/2011,"Home for CMS Printing Press Trainees, 147, Thiruchendur High Road, Palayamkottai, Tirunelveli District.",17,"3 years
registration",Home for CMS Printing Press Trainees,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli District.,,,,
386,396/DSW/2011,"SANDS – St.John Boarding Home for Children, Sunny Side, Suviseshapuram, (via) Ittamozhi – 627652, Tirunelveli District",80,"3 years
registration",SANDS – St.John Boarding Home for Children,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli District,,,,
387,404/DSW/2011,"Muslim Orphanage Committee (REGD), Khadir Nagar, High Grounds, Tirunelveli District - 627011",350,"3 years
registration",Muslim Orphanage Committee (REGD),Tirunelveli,India,Tamil Nadu,,,,,,,,,
388,405/DSW/2011,"Mother Teresa Humanitary Service Organisation, B-18, Vth Main Road, Maharaja Nagar, Tirunelveli – 627011",39,"3 years
registration",Mother Teresa Humanitary Service Organisation,Tirunelveli,India,Tamil Nadu,,,,, Tirunelveli – 627011,,,,
389,526/DSW/2011,"The Eighteenth Society of the Immaculate Conception – St.Joseph’s Home for Children, Irudhayakulam, Vickramasingapuram – 627 425, Tirunelveli District",400,"3 years
registration",The Eighteenth Society of the Immaculate Conception – St.Joseph’s Home for Children,Tirunelveli,India,Tamil Nadu,,,,,,,,,
390,527/DSW/2011,"St. Michael Children’s Home (run by Vallioor Multipurpose Social Service Society), Vijaya Achambadu, Tirunelveli District",25,"3 years
registration",St. Michael Children’s Home (run by Vallioor Multipurpose Social Service Society),Tirunelveli,India,Tamil Nadu,,,,,,,,,
391,528/DSW/2011,"Full Gospel Pentecostal Church – Bethel Girls Home, Odaikkarai, Karisalpatti – 627414, Tirunelveli District",22,"3 years
registration",Full Gospel Pentecostal Church – Bethel Girls Home,Tirunelveli,India,Tamil Nadu,,,,,,,,,
